name_profile,drug,dose,time,nsamples_trt,nsamples_ctl,sample_size,n_batch,ss_genes,UP,DOWN,cell_iname
TUL-XXI039_10uM_24h,TUL-XXI039,10 uM,24 h,3,29,32,1,4,0,4,NPC
I-212148_10uM_24h,I-212148,10 uM,24 h,3,29,32,1,10,4,6,NPC
A-23187_10uM_24h,A-23187,10 uM,24 h,3,31,34,1,402,136,266,NPC
timosaponin_10uM_6h,timosaponin,10 uM,6 h,3,28,31,1,0,0,0,NPC
BRD-K22828860_10uM_24h,BRD-K22828860,10 uM,24 h,3,29,32,1,16,2,14,NPC
BRD-K76236182_10uM_24h,BRD-K76236182,10 uM,24 h,3,27,30,1,181,63,118,NPC
BRD-K53472085_10uM_24h,BRD-K53472085,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-K41925105_10uM_24h,BRD-K41925105,10 uM,24 h,3,27,30,1,0,0,0,NPC
BRD-A09164687_10uM_24h,BRD-A09164687,10 uM,24 h,3,27,30,1,34,4,30,NPC
tyrphostin-B44_10uM_24h,tyrphostin-B44,10 uM,24 h,3,32,35,1,1,1,0,NPC
BRD-K67470788_10uM_24h,BRD-K67470788,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-K06800040_10uM_24h,BRD-K06800040,10 uM,24 h,3,29,32,1,6,4,2,NPC
EMF-sumo1-9_10uM_24h,EMF-sumo1-9,10 uM,24 h,3,29,32,1,6,1,5,NPC
phenanthridone_10uM_24h,phenanthridone,10 uM,24 h,3,32,35,1,0,0,0,NPC
CAY-10577_10uM_24h,CAY-10577,10 uM,24 h,3,29,32,1,6,3,3,NPC
BRD-A15914070_10uM_24h,BRD-A15914070,10 uM,24 h,3,32,35,1,1,0,1,NPC
RAN-14B_10uM_24h,RAN-14B,10 uM,24 h,3,27,30,1,14,8,6,NPC
CAY-10585_10uM_24h,CAY-10585,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-K20827972_10uM_24h,BRD-K20827972,10 uM,24 h,3,45,48,1,12,5,7,NPC
BRD-K40506152_10uM_24h,BRD-K40506152,10 uM,24 h,3,54,57,1,4,4,0,NPC
BRD-K25427024_10uM_24h,BRD-K25427024,10 uM,24 h,3,54,57,1,2,2,0,NPC
BRD-K85205404_10uM_24h,BRD-K85205404,10 uM,24 h,3,54,57,1,4,2,2,NPC
BRD-K78528600_10uM_24h,BRD-K78528600,10 uM,24 h,3,54,57,1,2,1,1,NPC
BRD-K28083085_10uM_24h,BRD-K28083085,10 uM,24 h,3,45,48,1,57,33,24,NPC
BRD-K17890048_10uM_24h,BRD-K17890048,10 uM,24 h,3,45,48,1,45,14,31,NPC
BRD-K69500068_10uM_24h,BRD-K69500068,10 uM,24 h,3,45,48,1,21,7,14,NPC
BRD-K62919978_10uM_24h,BRD-K62919978,10 uM,24 h,3,54,57,1,2,1,1,NPC
BRD-K34160774_10uM_24h,BRD-K34160774,10 uM,24 h,3,54,57,1,22,6,16,NPC
BRD-K80666761_10uM_24h,BRD-K80666761,10 uM,24 h,3,45,48,1,29,16,13,NPC
BRD-K99718824_10uM_24h,BRD-K99718824,10 uM,24 h,3,45,48,1,66,28,38,NPC
BRD-K30633722_10uM_24h,BRD-K30633722,10 uM,24 h,3,54,57,1,3,3,0,NPC
BRD-K42543764_10uM_24h,BRD-K42543764,10 uM,24 h,3,45,48,1,19,8,11,NPC
BRD-K55149044_10uM_24h,BRD-K55149044,10 uM,24 h,3,54,57,1,9,5,4,NPC
BRD-K91701366_10uM_24h,BRD-K91701366,10 uM,24 h,3,45,48,1,3,1,2,NPC
BRD-K86786416_10uM_24h,BRD-K86786416,10 uM,24 h,3,45,48,1,80,19,61,NPC
BRD-K42702351_10uM_24h,BRD-K42702351,10 uM,24 h,3,45,48,1,118,43,75,NPC
BRD-K88279116_10uM_24h,BRD-K88279116,10 uM,24 h,3,45,48,1,13,8,5,NPC
hyperforin_10uM_24h,hyperforin,10 uM,24 h,3,29,32,1,2,1,1,NPC
BRD-K59488055_10uM_24h,BRD-K59488055,10 uM,24 h,3,29,32,1,4,2,2,NPC
fraxetin_10uM_24h,fraxetin,10 uM,24 h,3,32,35,1,0,0,0,NPC
thapsigargin_10uM_24h,thapsigargin,10 uM,24 h,3,31,34,1,399,138,261,NPC
BRD-K64525051_10uM_24h,BRD-K64525051,10 uM,24 h,3,27,30,1,25,10,15,NPC
BRD-A43087975_10uM_24h,BRD-A43087975,10 uM,24 h,3,27,30,1,0,0,0,NPC
BRD-A17718497_10uM_24h,BRD-A17718497,10 uM,24 h,3,29,32,1,2,1,1,NPC
NK26-I-41-1_10uM_24h,NK26-I-41-1,10 uM,24 h,3,27,30,1,1,0,1,NPC
BRD-A03946276_10uM_24h,BRD-A03946276,10 uM,24 h,3,29,32,1,1,1,0,NPC
ST-4070043_10uM_24h,ST-4070043,10 uM,24 h,3,29,32,1,1,1,0,NPC
EMF-sumo1-6_10uM_24h,EMF-sumo1-6,10 uM,24 h,3,29,32,1,1,1,0,NPC
BRD-K22129929_10uM_24h,BRD-K22129929,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-K73155123_10uM_24h,BRD-K73155123,10 uM,24 h,3,29,32,1,10,5,5,NPC
BRD-K06311439_10uM_24h,BRD-K06311439,10 uM,24 h,3,27,30,1,3,3,0,NPC
BRD-K51791390_10uM_24h,BRD-K51791390,10 uM,24 h,3,29,32,1,0,0,0,NPC
QL-XII-47_10uM_24h,QL-XII-47,10 uM,24 h,3,29,32,1,314,124,190,NPC
BRD-K74623475_10uM_24h,BRD-K74623475,10 uM,24 h,3,27,30,1,0,0,0,NPC
BRD-K02223034_10uM_24h,BRD-K02223034,10 uM,24 h,3,29,32,1,3,3,0,NPC
BRD-K46047563_10uM_24h,BRD-K46047563,10 uM,24 h,3,54,57,1,2,1,1,NPC
BRD-K54636101_10uM_24h,BRD-K54636101,10 uM,24 h,3,45,48,1,8,4,4,NPC
BRD-K43842808_10uM_24h,BRD-K43842808,10 uM,24 h,3,54,57,1,1,0,1,NPC
BRD-K32301393_10uM_24h,BRD-K32301393,10 uM,24 h,3,54,57,1,2,0,2,NPC
BRD-K84797952_10uM_24h,BRD-K84797952,10 uM,24 h,3,54,57,1,8,3,5,NPC
BRD-K44787412_10uM_24h,BRD-K44787412,10 uM,24 h,3,45,48,1,36,16,20,NPC
BRD-K92656786_10uM_24h,BRD-K92656786,10 uM,24 h,3,54,57,1,4,1,3,NPC
BRD-K87920375_10uM_24h,BRD-K87920375,10 uM,24 h,3,45,48,1,6,3,3,NPC
BRD-K41700431_10uM_24h,BRD-K41700431,10 uM,24 h,3,45,48,1,85,37,48,NPC
BRD-K42107428_10uM_24h,BRD-K42107428,10 uM,24 h,3,45,48,1,10,5,5,NPC
BRD-K43568193_10uM_24h,BRD-K43568193,10 uM,24 h,3,45,48,1,142,42,100,NPC
diflorasone_10uM_24h,diflorasone,10 uM,24 h,3,32,35,1,0,0,0,NPC
BRD-K36087356_10uM_24h,BRD-K36087356,10 uM,24 h,3,29,32,1,22,2,20,NPC
BRD-K26548821_10uM_24h,BRD-K26548821,10 uM,24 h,3,32,35,1,0,0,0,NPC
BRD-K72381041_10uM_24h,BRD-K72381041,10 uM,24 h,3,27,30,1,4,1,3,NPC
SYK-inhibitor_10uM_24h,SYK-inhibitor,10 uM,24 h,3,26,29,1,36,21,15,NPC
BRD-K44893543_10uM_24h,BRD-K44893543,10 uM,24 h,3,29,32,1,1,0,1,NPC
BRD-K95080859_10uM_24h,BRD-K95080859,10 uM,24 h,3,29,32,1,2,0,2,NPC
BRD-K16309743_10uM_24h,BRD-K16309743,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-K07395346_10uM_24h,BRD-K07395346,10 uM,24 h,3,27,30,1,58,20,38,NPC
BRD-K81441552_10uM_24h,BRD-K81441552,10 uM,24 h,3,29,32,1,4,2,2,NPC
sphingosine_10uM_24h,sphingosine,10 uM,24 h,3,29,32,1,2,1,1,NPC
BRD-K07023879_10uM_24h,BRD-K07023879,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-K28293491_10uM_24h,BRD-K28293491,10 uM,24 h,3,27,30,1,0,0,0,NPC
MW-A1-2_10uM_24h,MW-A1-2,10 uM,24 h,3,29,32,1,8,1,7,NPC
BRD-K32782699_10uM_24h,BRD-K32782699,10 uM,24 h,3,45,48,1,1,0,1,NPC
BRD-K69705756_10uM_24h,BRD-K69705756,10 uM,24 h,3,54,57,1,1,1,0,NPC
BRD-K96703623_10uM_24h,BRD-K96703623,10 uM,24 h,3,45,48,1,163,39,124,NPC
BRD-K59805090_10uM_24h,BRD-K59805090,10 uM,24 h,3,45,48,1,1,0,1,NPC
BRD-K82927587_10uM_24h,BRD-K82927587,10 uM,24 h,3,54,57,1,1,1,0,NPC
BRD-K95041551_10uM_24h,BRD-K95041551,10 uM,24 h,3,45,48,1,27,15,12,NPC
BRD-K25436320_10uM_24h,BRD-K25436320,10 uM,24 h,3,45,48,1,6,3,3,NPC
BRD-K97873029_10uM_24h,BRD-K97873029,10 uM,24 h,3,54,57,1,3,3,0,NPC
BRD-K30563708_10uM_24h,BRD-K30563708,10 uM,24 h,3,54,57,1,2,1,1,NPC
BRD-K19390271_10uM_24h,BRD-K19390271,10 uM,24 h,3,54,57,1,1,1,0,NPC
BRD-K42568865_10uM_24h,BRD-K42568865,10 uM,24 h,3,29,32,1,35,5,30,NPC
BRD-K66866270_10uM_24h,BRD-K66866270,10 uM,24 h,3,27,30,1,0,0,0,NPC
STK-674938_10uM_24h,STK-674938,10 uM,24 h,3,29,32,1,11,1,10,NPC
lavendustin-c_10uM_24h,lavendustin-c,10 uM,24 h,3,29,32,1,3,2,1,NPC
BRD-K86631041_10uM_24h,BRD-K86631041,10 uM,24 h,3,27,30,1,53,18,35,NPC
ARP-101_10uM_24h,ARP-101,10 uM,24 h,3,32,35,1,3,2,1,NPC
BRD-K89156937_10uM_24h,BRD-K89156937,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-A36059655_10uM_24h,BRD-A36059655,10 uM,24 h,3,29,32,1,1,0,1,NPC
BRD-K42644990_10uM_24h,BRD-K42644990,10 uM,24 h,3,27,30,1,26,8,18,NPC
BRD-K97701319_10uM_24h,BRD-K97701319,10 uM,24 h,3,29,32,1,3,2,1,NPC
EI-247_10uM_24h,EI-247,10 uM,24 h,3,29,32,1,7,3,4,NPC
MW-STK33-3A_10uM_24h,MW-STK33-3A,10 uM,24 h,3,29,32,1,1,0,1,NPC
BRD-K97631938_10uM_24h,BRD-K97631938,10 uM,24 h,3,29,32,1,1,1,0,NPC
BRD-K67258146_10uM_24h,BRD-K67258146,10 uM,24 h,3,29,32,1,4,0,4,NPC
BRD-K99433267_10uM_24h,BRD-K99433267,10 uM,24 h,3,27,30,1,0,0,0,NPC
BRD-K86693415_10uM_24h,BRD-K86693415,10 uM,24 h,3,29,32,1,22,3,19,NPC
ST-023431_10uM_24h,ST-023431,10 uM,24 h,3,27,30,1,49,20,29,NPC
xanthohumol_10uM_24h,xanthohumol,10 uM,24 h,3,29,32,1,1,1,0,NPC
BRD-K21037590_10uM_24h,BRD-K21037590,10 uM,24 h,3,45,48,1,8,1,7,NPC
BRD-K79793579_10uM_24h,BRD-K79793579,10 uM,24 h,3,54,57,1,11,7,4,NPC
BRD-K53475565_10uM_24h,BRD-K53475565,10 uM,24 h,3,45,48,1,95,32,63,NPC
BRD-K91834385_10uM_24h,BRD-K91834385,10 uM,24 h,3,54,57,1,0,0,0,NPC
BRD-K31302860_10uM_24h,BRD-K31302860,10 uM,24 h,3,54,57,1,5,2,3,NPC
BRD-K16752617_10uM_24h,BRD-K16752617,10 uM,24 h,3,45,48,1,11,4,7,NPC
BRD-K53407305_10uM_24h,BRD-K53407305,10 uM,24 h,3,45,48,1,70,25,45,NPC
BRD-K12916986_10uM_24h,BRD-K12916986,10 uM,24 h,3,54,57,1,31,13,18,NPC
BRD-K79532217_10uM_24h,BRD-K79532217,10 uM,24 h,3,54,57,1,100,45,55,NPC
BRD-K90143908_10uM_24h,BRD-K90143908,10 uM,24 h,3,45,48,1,4,3,1,NPC
SA-1925996_10uM_24h,SA-1925996,10 uM,24 h,3,54,57,1,223,89,134,NPC
BRD-K57166447_10uM_24h,BRD-K57166447,10 uM,24 h,3,45,48,1,13,6,7,NPC
BRD-K61717269_10uM_24h,BRD-K61717269,10 uM,24 h,3,29,32,1,207,103,104,NPC
SPB02303_10uM_24h,SPB02303,10 uM,24 h,3,29,32,1,30,28,2,NPC
BRD-K22384978_10uM_24h,BRD-K22384978,10 uM,24 h,3,27,30,1,0,0,0,NPC
ST-019386_10uM_24h,ST-019386,10 uM,24 h,3,27,30,1,42,12,30,NPC
BRD-K10484463_10uM_24h,BRD-K10484463,10 uM,24 h,3,29,32,1,1,0,1,NPC
ST-019365_10uM_24h,ST-019365,10 uM,24 h,3,27,30,1,19,3,16,NPC
BRD-K74606027_10uM_24h,BRD-K74606027,10 uM,24 h,3,27,30,1,1,0,1,NPC
BRD-K98731749_10uM_24h,BRD-K98731749,10 uM,24 h,3,29,32,1,283,145,138,NPC
BRD-A07614565_10uM_24h,BRD-A07614565,10 uM,24 h,3,27,30,1,25,10,15,NPC
HG-5-113-01_10uM_24h,HG-5-113-01,10 uM,24 h,3,27,30,1,31,12,19,NPC
BRD-K00954209_10uM_24h,BRD-K00954209,10 uM,24 h,3,27,30,1,4,2,2,NPC
fluperlapine_10uM_24h,fluperlapine,10 uM,24 h,3,32,35,1,4,2,2,NPC
cytochalasin-d_10uM_24h,cytochalasin-d,10 uM,24 h,3,27,30,1,14,5,9,NPC
MW-STK33-3B_10uM_24h,MW-STK33-3B,10 uM,24 h,3,29,32,1,6,2,4,NPC
BRD-K09191212_10uM_24h,BRD-K09191212,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-K12238169_10uM_24h,BRD-K12238169,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-K70900504_10uM_24h,BRD-K70900504,10 uM,24 h,3,45,48,1,7,3,4,NPC
BRD-K00859238_10uM_24h,BRD-K00859238,10 uM,24 h,3,54,57,1,3,3,0,NPC
BRD-K36984542_10uM_24h,BRD-K36984542,10 uM,24 h,3,54,57,1,2,2,0,NPC
BRD-K23985857_10uM_24h,BRD-K23985857,10 uM,24 h,3,45,48,1,10,6,4,NPC
BRD-K69295800_10uM_24h,BRD-K69295800,10 uM,24 h,3,54,57,1,6,3,3,NPC
BRD-K40064462_10uM_24h,BRD-K40064462,10 uM,24 h,3,54,57,1,2,1,1,NPC
BRD-K77629773_10uM_24h,BRD-K77629773,10 uM,24 h,3,54,57,1,0,0,0,NPC
BRD-K47771675_10uM_24h,BRD-K47771675,10 uM,24 h,3,54,57,1,9,2,7,NPC
BRD-K59253994_10uM_24h,BRD-K59253994,10 uM,24 h,3,45,48,1,24,14,10,NPC
BRD-K12124649_10uM_24h,BRD-K12124649,10 uM,24 h,3,54,57,1,1,0,1,NPC
SA-1921456_10uM_24h,SA-1921456,10 uM,24 h,3,45,48,1,32,10,22,NPC
BRD-K87313043_10uM_24h,BRD-K87313043,10 uM,24 h,3,54,57,1,5,2,3,NPC
BRD-K37669227_10uM_24h,BRD-K37669227,10 uM,24 h,3,45,48,1,16,10,6,NPC
BRD-K97114030_10uM_24h,BRD-K97114030,10 uM,24 h,3,54,57,1,0,0,0,NPC
BRD-K56518176_10uM_24h,BRD-K56518176,10 uM,24 h,3,29,32,1,1,0,1,NPC
5-methoxytryptamine_10uM_24h,5-methoxytryptamine,10 uM,24 h,3,32,35,1,0,0,0,NPC
ST-4070169_10uM_24h,ST-4070169,10 uM,24 h,3,27,30,1,1,0,1,NPC
BRD-K77987635_10uM_24h,BRD-K77987635,10 uM,24 h,3,27,30,1,10,5,5,NPC
BRD-K83691318_10uM_24h,BRD-K83691318,10 uM,24 h,3,29,32,1,2,1,1,NPC
CVF-SUMO-13_10uM_24h,CVF-SUMO-13,10 uM,24 h,3,29,32,1,15,3,12,NPC
BRD-K44540157_10uM_24h,BRD-K44540157,10 uM,24 h,3,27,30,1,230,90,140,NPC
BRD-K43581698_10uM_24h,BRD-K43581698,10 uM,24 h,3,27,30,1,20,7,13,NPC
L-2167_10uM_24h,L-2167,10 uM,24 h,3,29,32,1,3,1,2,NPC
EMF-BCA1-57_10uM_24h,EMF-BCA1-57,10 uM,24 h,3,29,32,1,5,3,2,NPC
BRD-K17693482_10uM_24h,BRD-K17693482,10 uM,24 h,3,32,35,1,1,1,0,NPC
BRD-K37727696_10uM_24h,BRD-K37727696,10 uM,24 h,3,29,32,1,5,2,3,NPC
BRD-A41997916_10uM_24h,BRD-A41997916,10 uM,24 h,3,27,30,1,136,46,90,NPC
BRD-K59939374_10uM_24h,BRD-K59939374,10 uM,24 h,3,29,32,1,7,3,4,NPC
BRD-K33606495_10uM_24h,BRD-K33606495,10 uM,24 h,3,27,30,1,0,0,0,NPC
BRD-K37762845_10uM_24h,BRD-K37762845,10 uM,24 h,3,29,32,1,2,1,1,NPC
BRD-K95033227_10uM_24h,BRD-K95033227,10 uM,24 h,3,45,48,1,10,5,5,NPC
BRD-K98626176_10uM_24h,BRD-K98626176,10 uM,24 h,3,45,48,1,27,12,15,NPC
BRD-K40185230_10uM_24h,BRD-K40185230,10 uM,24 h,3,54,57,1,2,2,0,NPC
BRD-K85197047_10uM_24h,BRD-K85197047,10 uM,24 h,3,45,48,1,44,20,24,NPC
BRD-K15973523_10uM_24h,BRD-K15973523,10 uM,24 h,3,54,57,1,0,0,0,NPC
BRD-K23319301_10uM_24h,BRD-K23319301,10 uM,24 h,3,45,48,1,181,78,103,NPC
SA-1939936_10uM_24h,SA-1939936,10 uM,24 h,3,45,48,1,6,5,1,NPC
BRD-K93763482_10uM_24h,BRD-K93763482,10 uM,24 h,3,45,48,1,15,7,8,NPC
BRD-K69075782_10uM_24h,BRD-K69075782,10 uM,24 h,3,54,57,1,2,2,0,NPC
BRD-K71151012_10uM_24h,BRD-K71151012,10 uM,24 h,3,45,48,1,7,6,1,NPC
BRD-K19436903_10uM_24h,BRD-K19436903,10 uM,24 h,3,54,57,1,4,1,3,NPC
depudecin_10uM_24h,depudecin,10 uM,24 h,3,27,30,1,10,6,4,NPC
ST-003833_10uM_24h,ST-003833,10 uM,24 h,3,29,32,1,1,1,0,NPC
BRD-K72615639_10uM_24h,BRD-K72615639,10 uM,24 h,3,29,32,1,16,1,15,NPC
BRD-U08759356_10uM_24h,BRD-U08759356,10 uM,24 h,3,29,32,1,0,0,0,NPC
ST-012015_10uM_24h,ST-012015,10 uM,24 h,3,29,32,1,6,1,5,NPC
BRD-K70974948_10uM_24h,BRD-K70974948,10 uM,24 h,3,27,30,1,71,32,39,NPC
BRD-A82628254_10uM_24h,BRD-A82628254,10 uM,24 h,3,27,30,1,13,4,9,NPC
BRD-K74949371_10uM_24h,BRD-K74949371,10 uM,24 h,3,27,30,1,180,59,121,NPC
BRD-K31754360_10uM_24h,BRD-K31754360,10 uM,24 h,3,27,30,1,0,0,0,NPC
BRD-K93578426_10uM_24h,BRD-K93578426,10 uM,24 h,3,27,30,1,170,58,112,NPC
BRD-K71292008_10uM_24h,BRD-K71292008,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-K38205437_10uM_24h,BRD-K38205437,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-A94381689_10uM_24h,BRD-A94381689,10 uM,24 h,3,27,30,1,57,18,39,NPC
BRD-K29622226_10uM_24h,BRD-K29622226,10 uM,24 h,3,27,30,1,6,1,5,NPC
BRD-K58547240_10uM_24h,BRD-K58547240,10 uM,24 h,3,27,30,1,33,9,24,NPC
BRD-K87426499_10uM_24h,BRD-K87426499,10 uM,24 h,3,27,30,1,0,0,0,NPC
BRD-A55565369_10uM_24h,BRD-A55565369,10 uM,24 h,3,29,32,1,11,2,9,NPC
BRD-K51329831_10uM_24h,BRD-K51329831,10 uM,24 h,3,54,57,1,6,2,4,NPC
BRD-K28636199_10uM_24h,BRD-K28636199,10 uM,24 h,3,45,48,1,12,3,9,NPC
BRD-K03013810_10uM_24h,BRD-K03013810,10 uM,24 h,3,54,57,1,5,3,2,NPC
BRD-K80553643_10uM_24h,BRD-K80553643,10 uM,24 h,3,54,57,1,3,2,1,NPC
BRD-K65426421_10uM_24h,BRD-K65426421,10 uM,24 h,3,54,57,1,1,0,1,NPC
BRD-K74046820_10uM_24h,BRD-K74046820,10 uM,24 h,3,45,48,1,47,11,36,NPC
BRD-K23488072_10uM_24h,BRD-K23488072,10 uM,24 h,3,45,48,1,8,1,7,NPC
BRD-K06816133_10uM_24h,BRD-K06816133,10 uM,24 h,3,54,57,1,4,2,2,NPC
BRD-K32389477_10uM_24h,BRD-K32389477,10 uM,24 h,3,45,48,1,4,2,2,NPC
BRD-K79793338_10uM_24h,BRD-K79793338,10 uM,24 h,3,45,48,1,63,23,40,NPC
BRD-K77888550_10uM_24h,BRD-K77888550,10 uM,24 h,3,45,48,1,109,27,82,NPC
BRD-K02117849_10uM_24h,BRD-K02117849,10 uM,24 h,3,54,57,1,1,1,0,NPC
BRD-K77644833_10uM_24h,BRD-K77644833,10 uM,24 h,3,54,57,1,3,1,2,NPC
BRD-K93158953_10uM_24h,BRD-K93158953,10 uM,24 h,3,45,48,1,170,60,110,NPC
BRD-K38024133_10uM_24h,BRD-K38024133,10 uM,24 h,3,54,57,1,3,1,2,NPC
BRD-K81527737_10uM_24h,BRD-K81527737,10 uM,24 h,3,45,48,1,25,12,13,NPC
BRD-K31295191_10uM_24h,BRD-K31295191,10 uM,24 h,3,54,57,1,2,1,1,NPC
BRD-K31975688_10uM_24h,BRD-K31975688,10 uM,24 h,3,45,48,1,38,16,22,NPC
BRD-K61753121_10uM_24h,BRD-K61753121,10 uM,24 h,3,54,57,1,6,2,4,NPC
BRD-K86671899_10uM_24h,BRD-K86671899,10 uM,24 h,3,45,48,1,178,104,74,NPC
BL-074_10uM_24h,BL-074,10 uM,24 h,3,29,32,1,0,0,0,NPC
CCCP_10uM_24h,CCCP,10 uM,24 h,3,32,35,1,74,37,37,NPC
BRD-K91671201_10uM_24h,BRD-K91671201,10 uM,24 h,3,29,32,1,7,0,7,NPC
BRD-K88569143_10uM_24h,BRD-K88569143,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-K75329208_10uM_24h,BRD-K75329208,10 uM,24 h,3,29,32,1,13,3,10,NPC
BRD-K25375605_10uM_24h,BRD-K25375605,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-K59980915_10uM_24h,BRD-K59980915,10 uM,24 h,3,29,32,1,3,1,2,NPC
BRD-K09460252_10uM_24h,BRD-K09460252,10 uM,24 h,3,27,30,1,21,9,12,NPC
BRD-K29715937_10uM_24h,BRD-K29715937,10 uM,24 h,3,29,32,1,16,4,12,NPC
BRD-A06909528_10uM_24h,BRD-A06909528,10 uM,24 h,3,27,30,1,194,73,121,NPC
BRD-K87432599_10uM_24h,BRD-K87432599,10 uM,24 h,3,29,32,1,0,0,0,NPC
BAS-09104376_10uM_24h,BAS-09104376,10 uM,24 h,3,27,30,1,0,0,0,NPC
BRD-K12168891_10uM_24h,BRD-K12168891,10 uM,24 h,3,29,32,1,5,1,4,NPC
BRD-K02882069_10uM_24h,BRD-K02882069,10 uM,24 h,3,54,57,1,2,2,0,NPC
BRD-K03354784_10uM_24h,BRD-K03354784,10 uM,24 h,3,54,57,1,4,2,2,NPC
BRD-K38700430_10uM_24h,BRD-K38700430,10 uM,24 h,3,45,48,1,42,15,27,NPC
BRD-K07381195_10uM_24h,BRD-K07381195,10 uM,24 h,3,45,48,1,19,11,8,NPC
BRD-K67236950_10uM_24h,BRD-K67236950,10 uM,24 h,3,54,57,1,23,12,11,NPC
BRD-K00409771_10uM_24h,BRD-K00409771,10 uM,24 h,3,54,57,1,0,0,0,NPC
BRD-K06898795_10uM_24h,BRD-K06898795,10 uM,24 h,3,54,57,1,1,1,0,NPC
BRD-K15524596_10uM_24h,BRD-K15524596,10 uM,24 h,3,54,57,1,8,6,2,NPC
BRD-K88114920_10uM_24h,BRD-K88114920,10 uM,24 h,3,54,57,1,4,3,1,NPC
BRD-K26359746_10uM_24h,BRD-K26359746,10 uM,24 h,3,45,48,1,12,5,7,NPC
BRD-K80169513_10uM_24h,BRD-K80169513,10 uM,24 h,3,54,57,1,89,39,50,NPC
BRD-K14475668_10uM_24h,BRD-K14475668,10 uM,24 h,3,45,48,1,9,4,5,NPC
BRD-K02952507_10uM_24h,BRD-K02952507,10 uM,24 h,3,54,57,1,6,3,3,NPC
BRD-K42541148_10uM_24h,BRD-K42541148,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-K94572506_10uM_24h,BRD-K94572506,10 uM,24 h,3,29,32,1,3,1,2,NPC
BAS-00535043_10uM_24h,BAS-00535043,10 uM,24 h,3,29,32,1,1,0,1,NPC
BRD-K32485462_10uM_24h,BRD-K32485462,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-A70541707_10uM_24h,BRD-A70541707,10 uM,24 h,3,34,37,2,9,2,7,NPC
BRD-K19875179_10uM_24h,BRD-K19875179,10 uM,24 h,3,29,32,1,0,0,0,NPC
eugenitol_10uM_24h,eugenitol,10 uM,24 h,3,32,35,1,0,0,0,NPC
BRD-K31553917_10uM_24h,BRD-K31553917,10 uM,24 h,3,29,32,1,1,0,1,NPC
BRD-K35004659_10uM_24h,BRD-K35004659,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-K49403449_10uM_24h,BRD-K49403449,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-K05593511_10uM_24h,BRD-K05593511,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-K94352392_10uM_24h,BRD-K94352392,10 uM,24 h,3,29,32,1,1,0,1,NPC
BRD-K98519396_10uM_24h,BRD-K98519396,10 uM,24 h,3,27,30,1,0,0,0,NPC
OM-137_10uM_24h,OM-137,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-K29345712_10uM_24h,BRD-K29345712,10 uM,24 h,3,29,32,1,60,31,29,NPC
BRD-A68274214_10uM_24h,BRD-A68274214,10 uM,24 h,3,27,30,1,0,0,0,NPC
BRD-K74733595_10uM_24h,BRD-K74733595,10 uM,24 h,3,29,32,1,2,1,1,NPC
BRD-K31380618_10uM_24h,BRD-K31380618,10 uM,24 h,3,54,57,1,8,2,6,NPC
BRD-K70345064_10uM_24h,BRD-K70345064,10 uM,24 h,3,45,48,1,63,22,41,NPC
BRD-K22080587_10uM_24h,BRD-K22080587,10 uM,24 h,3,45,48,1,11,3,8,NPC
BRD-K17554130_10uM_24h,BRD-K17554130,10 uM,24 h,3,54,57,1,0,0,0,NPC
BRD-K71387353_10uM_24h,BRD-K71387353,10 uM,24 h,3,45,48,1,12,7,5,NPC
BRD-K63388446_10uM_24h,BRD-K63388446,10 uM,24 h,3,45,48,1,12,8,4,NPC
SA-1459291_10uM_24h,SA-1459291,10 uM,24 h,3,54,57,1,4,3,1,NPC
BRD-K50748030_10uM_24h,BRD-K50748030,10 uM,24 h,3,45,48,1,17,7,10,NPC
BRD-K51998148_10uM_24h,BRD-K51998148,10 uM,24 h,3,29,32,1,20,10,10,NPC
BRD-K96326565_10uM_24h,BRD-K96326565,10 uM,24 h,3,29,32,1,14,8,6,NPC
ST-4042556_10uM_24h,ST-4042556,10 uM,24 h,3,27,30,1,6,4,2,NPC
WR-216174_10uM_24h,WR-216174,10 uM,24 h,3,31,34,1,127,54,73,NPC
BRD-K96752129_10uM_24h,BRD-K96752129,10 uM,24 h,3,29,32,1,0,0,0,NPC
BRD-K38690464_10uM_24h,BRD-K38690464,10 uM,24 h,3,29,32,1,8,1,7,NPC
